dt_distr,train_distr,test_distr,seed,act,prd,est,absolute_error,nkld
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],50,[626. 156. 313.  78. 156. 156.  78.],[  8. 153. 239.  44. 243. 348. 528.],[ 21. 152. 243.  45. 241. 339. 307.],0.11050178228681108,0.5549985982370471
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],31,[626. 156. 313.  78. 156. 156.  78.],[504. 156. 379.  43.  12. 219. 250.],[504. 156. 380.  44.  12. 219. 250.],0.05502239283429303,0.11970757954404876
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],11,[180. 240. 180. 120. 240. 120. 120.],[ 49. 240.  94.  71. 395.  85. 266.],[ 49. 240.  94.  71. 395.  85. 266.],0.07166666666666667,0.0998339286952179
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],42,[180. 240. 180. 120. 240. 120. 120.],[  0. 242. 274. 185. 336.  63. 100.],[264. 242. 274. 184. 336.  63. 100.],0.04964285714285714,-0.07461371144872764
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],73,[180. 240. 180. 120. 240. 120. 120.],[ 48. 241. 118.  89. 477.  13. 214.],[ 48. 241. 118.  88. 478.  13. 213.],0.07916666666666666,0.1580966690538419
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],34,[180. 240. 180. 120. 240. 120. 120.],[ 41. 238. 159.  41. 413.  15. 293.],[ 41. 238. 159.  41. 414.  15. 292.],0.08238095238095237,0.1778648204242721
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],25,[180. 240. 180. 120. 240. 120. 120.],[ 13. 238. 169. 100. 453.  87. 140.],[ 13. 238. 169.  99. 454.  87. 140.],0.055714285714285716,0.1556359432029384
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],96,[180. 240. 180. 120. 240. 120. 120.],[  8. 247.   0.  72. 832.   1.  40.],[  0.   1.  34.  77. 332. 155.   2.],0.10154761904761905,0.9427556978294382
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],57,[180. 240. 180. 120. 240. 120. 120.],[398. 240.   0.  19.   7. 341. 195.],[232. 169.   3.  13.   3. 115.  24.],0.0886904761904762,0.7420589588165969
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],88,[180. 240. 180. 120. 240. 120. 120.],[  6. 240. 110. 108. 517.  56. 163.],[  6. 240. 110. 108. 516.  56. 163.],0.07607142857142857,0.2388374403919118
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],50,[180. 240. 180. 120. 240. 120. 120.],[224. 242. 115. 100. 201. 148. 170.],[224. 242. 115.  99. 201. 148. 169.],0.029523809523809525,0.016114509764698193
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],31,[180. 240. 180. 120. 240. 120. 120.],[317. 239.  10.  98. 109. 221. 206.],[479.   0.   0.   0.   0.  39.   7.],0.15154761904761904,0.9994451757048852
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],11,[552.  92.  92.  92.  92.  92. 829.],[ 32.  91. 457.  68. 123.  85. 985.],[ 32.  91. 458.  68. 123.  85. 985.],0.08574532474586793,0.33687331359258676
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],42,[552.  92.  92.  92.  92.  92. 829.],[523.  91.  77.  23.  37. 173. 917.],[523.  91.  77.  23.  37. 172. 918.],0.026227981686971366,0.03160397169392426
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],73,[552.  92.  92.  92.  92.  92. 829.],[ 91.  92. 221.  18. 696.   4. 719.],[ 91.  92. 221.  18. 697.   4. 720.],0.11375805074881663,0.3351410382432638
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],34,[552.  92.  92.  92.  92.  92. 829.],[389.  67. 215.  26. 101. 679. 364.],[388.  67. 215.  26. 101. 678. 363.],0.11166291611701715,0.2020170980688556
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],25,[552.  92.  92.  92.  92.  92. 829.],[ 281.   91.   74.   49.  149.   94. 1103.],[ 282.   91.   75.   49.  149.   94. 1103.],0.05152479242647629,0.044899272385338085
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],96,[552.  92.  92.  92.  92.  92. 829.],[  14.   91.  193.   29.   20. 1461.   33.],[  40.   77.  110.   29.  109. 1461.   18.],0.21766120897028013,0.8370621442760784
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],57,[552.  92.  92.  92.  92.  92. 829.],[451.  92. 202.  14.  48. 561. 473.],[450.  92. 201.  14.  49. 561. 473.],0.08978039885155584,0.153817023970775
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],88,[552.  92.  92.  92.  92.  92. 829.],[ 32.  47. 331.  30. 542.   1. 858.],[  0.   0. 116.   0. 226.   0.  93.],0.133623030961434,0.9973000626327313
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],50,[552.  92.  92.  92.  92.  92. 829.],[574.  87.  48.  16.  76.  64. 976.],[568.  87.  52.  16.  75.  61. 296.],0.05571506169007527,0.2934335705367035
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],31,[552.  92.  92.  92.  92.  92. 829.],[434.  92. 155.  41. 106.  40. 973.],[434.  92. 155.  41. 107.  40. 972.],0.03429812989834717,0.024419853118727852
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],11,[ 54. 270. 108. 162. 108. 324.  54.],[  5. 270.  20. 104. 224. 283. 174.],[  8. 177.  28.  13. 137. 190.  86.],0.07447089947089947,0.3916511017280262
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],42,[ 54. 270. 108. 162. 108. 324.  54.],[122. 270.  26.  37. 377.   0. 248.],[149. 228.  56. 101. 160. 208. 209.],0.07579365079365079,0.07687808351272296
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],73,[ 54. 270. 108. 162. 108. 324.  54.],[ 79. 271.  59.  98. 133. 315. 125.],[ 79. 271.  60.  98. 133. 314. 124.],0.03214285714285714,0.030612473119751904
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],34,[ 54. 270. 108. 162. 108. 324.  54.],[ 27. 269.  98.  93. 112. 309. 172.],[ 27. 269.  98.  93. 111. 308. 170.],0.03201058201058201,0.04180732072171156
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],25,[ 54. 270. 108. 162. 108. 324.  54.],[ 79. 269.  77. 110.  85. 336. 124.],[ 79. 269.  78. 110.  85. 336. 125.],0.028306878306878308,0.02178920537855289
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],96,[ 54. 270. 108. 162. 108. 324.  54.],[ 31. 134. 103.  75. 280.  97. 360.],[ 29. 133. 105.  75. 256.  97. 189.],0.1007936507936508,0.2633004934210752
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],57,[ 54. 270. 108. 162. 108. 324.  54.],[ 31. 270.  50. 165. 210. 171. 183.],[ 30. 270.  49. 164. 210. 171. 183.],0.062037037037037036,0.08518364245283139
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],88,[ 54. 270. 108. 162. 108. 324.  54.],[  5. 272.  24.   5. 507.   0. 267.],[  0.  76.   0.   0. 346.  71.  72.],0.13584656084656085,0.9687967240335762
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],50,[ 54. 270. 108. 162. 108. 324.  54.],[  0. 271.   6.  70. 253.  54. 426.],[  0. 271.   6.  70. 253.  54. 426.],0.13703703703703704,0.5743379326060958
[0.7 0.3],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],31,[ 54. 270. 108. 162. 108. 324.  54.],[119. 271.  23.  84.  36. 367. 180.],[119. 271.  23.  84.  36. 367. 180.],0.062169312169312166,0.11204088094979081
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],11,[122. 122. 122. 611. 122.   0. 122.],[162. 122.  81. 441.  50. 222. 143.],[161. 122.  80. 441.  50. 221. 143.],0.0661050661050661,-0.007934508928254314
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],42,[122. 122. 122. 611. 122.   0. 122.],[ 54. 122. 243. 346.  24. 284. 148.],[ 54. 122. 244. 346.  24. 284. 147.],0.10085410085410085,-0.009312674311288127
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],73,[122. 122. 122. 611. 122.   0. 122.],[ 23.  95.  81. 526. 336.   0. 160.],[ 23.  95.  82. 526. 336.   0. 161.],0.05896805896805897,-0.013856920143399343
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],34,[122. 122. 122. 611. 122.   0. 122.],[112. 112.   0. 547. 399.   0.  51.],[ 27.   0.   0. 360. 222.   0.  65.],0.0873990873990874,0.031445534384498375
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],25,[122. 122. 122. 611. 122.   0. 122.],[ 92. 121. 142. 448. 112.  11. 295.],[ 92. 121. 142. 447. 113.  12. 279.],0.04598104598104598,-0.04130215395295289
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],96,[122. 122. 122. 611. 122.   0. 122.],[111. 122. 117. 516. 134.   7. 214.],[112. 122. 117. 517. 134.   8. 223.],0.02691002691002691,-0.03012372051682377
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],57,[122. 122. 122. 611. 122.   0. 122.],[278. 123.  11. 439. 102.   2. 266.],[265.  69.  24. 369.  51.   2. 209.],0.08143208143208143,-0.0268871345374051
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],88,[122. 122. 122. 611. 122.   0. 122.],[  5. 120. 226. 241. 138.  65. 426.],[ 34. 116. 239. 233. 127.  62. 211.],0.08716508716508717,-0.02736258852393414
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],50,[122. 122. 122. 611. 122.   0. 122.],[122. 122. 193. 235.   9.  84. 456.],[122. 122. 193. 235.   9.  83. 456.],0.1143091143091143,-0.06577449672594848
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],31,[122. 122. 122. 611. 122.   0. 122.],[203. 122.  20. 404. 112.   4. 356.],[201. 122.  20. 401. 110.   9. 193.],0.056511056511056514,-0.02291066483372539
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],11,[489. 122. 244.  61. 122. 122.  61.],[153. 172.  45.   0.   0. 812.  39.],[152. 172.  45.   0.  39. 812.  39.],0.16871416871416872,0.5610948646120522
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],42,[489. 122. 244.  61. 122. 122.  61.],[773. 119.   5.  33.   8. 114. 169.],[773. 119.   7.  33.   7. 114. 170.],0.09172809172809172,0.3802093049350739
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],73,[489. 122. 244.  61. 122. 122.  61.],[161. 116. 487.  47. 124. 120. 166.],[161. 116. 487.  47. 124. 120. 167.],0.08201708201708202,0.1364436412037775
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],34,[489. 122. 244.  61. 122. 122.  61.],[559. 122. 151.  22. 157.   0. 210.],[559. 122. 151.  23. 157. 307. 210.],0.06669006669006669,-0.04403270533214154
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],25,[489. 122. 244.  61. 122. 122.  61.],[286. 122. 425.  39. 125. 133.  91.],[287. 122. 425.  39. 126. 133.  90.],0.052533052533052536,0.04675983660967886
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],96,[489. 122. 244.  61. 122. 122.  61.],[658. 122.  93.  41.  49. 147. 111.],[659. 122.  93.  41.  49. 147. 111.],0.057213057213057215,0.06775837300008547
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],57,[489. 122. 244.  61. 122. 122.  61.],[442. 123. 298.  20.  27. 205. 106.],[442. 123. 298.  20.  27. 204. 106.],0.0427050427050427,0.06348232572201096
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],88,[489. 122. 244.  61. 122. 122.  61.],[715.  82.   0.  38. 218.  12. 156.],[715.  82.   0.  38. 217.  12. 157.],0.09757809757809757,0.8506627403387876
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],50,[489. 122. 244.  61. 122. 122.  61.],[ 84.  89. 580. 127. 184.  39. 118.],[ 84.  89. 580. 127. 184.  40. 119.],0.12191412191412192,0.27489870891483426
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],31,[489. 122. 244.  61. 122. 122.  61.],[351. 107. 297.  99. 240.   1. 126.],[351. 107. 296.  98. 240.   1. 125.],0.06376506376506376,0.22610887504561994
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],11,[148. 198. 148.  99. 198.  99.  99.],[218. 179.  98.  50. 194.  97. 153.],[219. 179.  98.  50. 194.  97. 154.],0.03611151235013722,0.02675705602167122
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],42,[148. 198. 148.  99. 198.  99.  99.],[ 62. 199. 232.  63. 192.  88. 153.],[ 62. 199. 232.  63. 191.  88. 153.],0.04030044778275314,0.04127159932442703
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],73,[148. 198. 148.  99. 198.  99.  99.],[  7. 165.  57.  86. 449.  67. 158.],[  8. 165.  57.  87. 449.  67. 157.],0.08912321248013867,0.2250133257051612
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],34,[148. 198. 148.  99. 198.  99.  99.],[161. 197. 161.  66. 191.  61. 152.],[161. 197. 162.  67. 190.  61. 153.],0.023111367904087823,0.01356212512182231
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],25,[148. 198. 148.  99. 198.  99.  99.],[158. 198.  85. 107. 226.  98. 117.],[158. 198.  85. 108. 226.  97. 118.],0.018922432471471906,0.011240559772960124
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],96,[148. 198. 148.  99. 198.  99.  99.],[ 51. 197.  87.  71. 406.  34. 143.],[ 51. 197.  87.  70. 405.  34. 143.],0.07280080889787664,0.10043789433395589
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],57,[148. 198. 148.  99. 198.  99.  99.],[168. 200. 190.  40. 129. 102. 160.],[168. 200. 190.  40. 129. 102. 160.],0.03697818864654052,0.03353123870176655
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],88,[148. 198. 148.  99. 198.  99.  99.],[ 99. 192. 240.  67.  62. 153. 176.],[ 99. 192. 239.  67.  62. 154. 176.],0.0644229380326448,0.08198309508990431
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],50,[148. 198. 148.  99. 198.  99.  99.],[133. 197. 158.  69. 197.  68. 167.],[133. 197. 158.  68. 197.  68. 167.],0.022678029755886175,0.015545182008147584
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],31,[148. 198. 148.  99. 198.  99.  99.],[145. 197. 123.  65. 207.  68. 184.],[144. 197. 122.  65. 208.  68. 184.],0.027589195435504837,0.020912304157853168
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],11,[415.  69.  69.  69.  69.  69. 623.],[437.  69.  15. 112.  61.  70. 619.],[462.  65.  60.  79.  55.  60. 238.],0.04937506455944634,0.20829168127214892
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],42,[415.  69.  69.  69.  69.  69. 623.],[389.  70.  77.  80.  85.  72. 610.],[388.  70.  77.  80.  85.  72. 610.],0.008160314017146989,0.0017936287402351425
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],73,[415.  69.  69.  69.  69.  69. 623.],[347.  69. 102.  78. 118.  59. 610.],[346.  69. 102.  77. 118.  58. 610.],0.018903005887821504,0.010491637929143982
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],34,[415.  69.  69.  69.  69.  69. 623.],[279.  69.  68. 114. 448.  13. 392.],[278.  68.  78.  88. 352.  13. 159.],0.10009296560272699,0.3451527292955656
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],25,[415.  69.  69.  69.  69.  69. 623.],[177.  70. 331.  42.  27. 170. 566.],[176.  70. 331.  41.  27. 170. 566.],0.07540543332300383,0.12409251266109833
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],96,[415.  69.  69.  69.  69.  69. 623.],[ 22.  69. 456.  80.  40.  83. 633.],[ 14.  68. 460.  61.  38.  69. 156.],0.13418035326929037,0.6591902757699875
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],57,[415.  69.  69.  69.  69.  69. 623.],[511.  69.  39.  54.  28. 333. 349.],[495.  69.  41.  40.  28. 211.  23.],0.09503150500981304,0.6278235115702893
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],88,[415.  69.  69.  69.  69.  69. 623.],[311.  68. 145.   1.   0. 819.  39.],[310.  68. 146.   1.  32. 819.  39.],0.16754467513686602,0.6123245986502062
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],50,[415.  69.  69.  69.  69.  69. 623.],[234.  69. 132. 219. 210.  38. 481.],[233.  69. 131. 219. 211.  38. 480.],0.0733395310401818,0.08730985841654904
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],31,[415.  69.  69.  69.  69.  69. 623.],[ 60.  69. 405. 109.  96.  47. 597.],[ 57.  66. 385.  85. 146.  43. 300.],0.11558723272389217,0.38725868922242723
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],11,[ 45. 226.  90. 135.  90. 271.  45.],[ 35. 226. 104. 114.  22. 298. 103.],[ 35. 226. 103. 113.  22. 298. 103.],0.0313588850174216,0.048171707479129466
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],42,[ 45. 226.  90. 135.  90. 271.  45.],[117. 225.  27. 119.  13. 319.  82.],[118. 225.  28. 119.  13. 319.  82.],0.04973075704783022,0.10091825983688896
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],73,[ 45. 226.  90. 135.  90. 271.  45.],[ 46. 226.  15.  47.   0. 498.  70.],[ 25. 123.   9.  13.   0. 185.  13.],0.08457396262274311,0.7772239293260785
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],34,[ 45. 226.  90. 135.  90. 271.  45.],[  4. 225.  27. 152. 188. 240.  66.],[  4. 225.  26. 151. 187. 240.  67.],0.04307887234716503,0.08611933517149506
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],25,[ 45. 226.  90. 135.  90. 271.  45.],[116. 229.   9. 154. 111. 143. 140.],[117. 229.   9. 154. 111. 143. 139.],0.06620209059233449,0.13612033450026395
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],96,[ 45. 226.  90. 135.  90. 271.  45.],[199. 224.   0. 109.  27. 264.  79.],[198. 224.   0. 108.  27. 263.  78.],0.05955020589166931,0.537628298299208
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],57,[ 45. 226.  90. 135.  90. 271.  45.],[ 10. 226. 124. 125. 117.  92. 208.],[ 10. 226. 125. 124. 118.  92. 208.],0.07142857142857142,0.13720758591562277
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],88,[ 45. 226.  90. 135.  90. 271.  45.],[  7. 220. 167.  29.   1. 426.  52.],[  7. 220. 167.  29.   1. 427.  52.],0.07586316122901489,0.2790237110010758
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],50,[ 45. 226.  90. 135.  90. 271.  45.],[  6. 209.  71. 268. 226.  12. 110.],[  6. 209.  71. 268. 226.  12. 110.],0.10579664238200824,0.3974495736865111
[0.7 0.3],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],31,[ 45. 226.  90. 135.  90. 271.  45.],[133. 226.  11. 185.  98.  83. 166.],[133. 226.  11. 185.  98.  83. 167.],0.0847323408299018,0.19261062932356476
